3.038571190035670444e-01,6.961428809964329556e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.089681312888436393e-01,3.910318687111563607e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.103574690340774378e-01,8.964253096592256220e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.033881644094258867e-01,3.966118355905741133e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.622693486122133821e-01,1.377306513877866179e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.617134134408441115e-01,8.382865865591558885e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.438317210188261086e-02,9.256168278981173891e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.761702760459742612e-01,4.238297239540257388e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.505422147699955637e-01,4.945778523000443627e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.514626343206854742e-01,1.485373656793145258e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.099807729302971770e-01,3.900192270697028230e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.864222202088629876e-01,7.135777797911370124e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.936161721203373043e-01,2.063838278796626957e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.356620955792723571e-01,4.643379044207276429e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.027875784154866023e-01,4.972124215845133977e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.497243966401299753e-01,5.027560335987002471e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.074642615595235329e-01,9.253573844047646713e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.991896198810164442e-01,2.008103801189835558e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.540848642196254170e-01,3.459151357803745830e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.850028071855439826e-02,9.414997192814456017e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.565848828583175756e-01,6.434151171416824244e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.157109613552215865e-02,9.184289038644778413e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.409237942549645295e-01,5.907620574503547051e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.191232670312794450e-01,8.087673296872055495e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.175636965138685097e-01,1.824363034861314903e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.962338727298700514e-01,4.037661272701299486e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.076318503140077931e-01,8.923681496859922069e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.637926732147948261e-01,2.362073267852051739e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.094088764012276949e-01,5.905911235987723051e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.708731964566595041e-01,6.291268035433404959e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.958647608933512085e-01,6.041352391066487915e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.954061568786136904e-01,6.045938431213863096e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.411036614060147354e-01,4.588963385939852646e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.304319326467130447e-01,3.695680673532869553e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.227319171149412913e-01,7.726808288505870870e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.608301500026341202e-01,8.391698499973658798e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.765794384340030998e-01,6.234205615659969002e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.822811815166570426e-01,2.177188184833429574e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.435296898337060201e-01,1.564703101662939799e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.295042447634261462e-01,3.704957552365738538e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.116868208488149605e-01,7.883131791511850395e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.005687511830145153e-01,6.994312488169854847e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.488400396109368806e-01,5.115996038906311938e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.441363112666500079e-02,9.155863688733349992e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.955930317195088586e-01,4.406968280491141421e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.391318697498683976e-01,5.608681302501316024e-01,0.000000000000000000e+00,0.000000000000000000e+00
